事業所番号,ｻｰﾋﾞｽ種類,事業所名,事業所郵便番号,事業所所在地1,事業所所在地2,事業所所在地3,事業所電話,事業所FAX,指定後状態名,指定年月日,法人種別名,法人(設置者)名,法人(設置者)所在地1,法人(設置者)所在地2,法人(設置者)所在地3,利用定員,施設等の区分
0121400618,共同生活援助,グループホームえのぐばこ,0410851,北海道函館市,本通2丁目53番24号,,0138-51-1620,,提供中,2006/10/1,非営利法人（ＮＰＯ）,特定非営利活動法人　サポートセンターえのぐばこ,北海道函館市,杉並町23番15号,,4,外部サービス利用型
0121400360,共同生活援助,よつば陣川荘,0410833,北海道函館市,陣川町85番地64,,0138-53-0811,,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　育栄会,北海道函館市,東山町118番地194,,10,介護サービス包括型
0121300081,共同生活援助,グリーンパーク北ひろ,0611121,北海道北広島市,中央２丁目６－３,,011-373-5599,011-373-5598,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　北ひろしま福祉会,北海道北広島市,朝日町２丁目６番地９,,117,介護サービス包括型
0121200133,共同生活援助,ともっと,0611112,北海道北広島市,共栄２５番地９,,011-376-7060,011-376-7061,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　えぽっく,北海道北広島市,共栄２１番地１,,47,介護サービス包括型
0121200018,共同生活援助,精神障害者グループホーム　るるまっぷ,0611364,北海道恵庭市,下島松６１８番地１,,0123-36-1333,0123-36-1333,提供中,2006/10/1,医療法人,特定医療法人修道会本田記念病院,北海道恵庭市,下島松６１９番地１,,6,外部サービス利用型
0121100119,共同生活援助,いずみ寮,0660065,北海道千歳市,春日町３丁目５番１号,,0123-26-6566,0123-25-6831,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　千歳いずみ学園,北海道千歳市,泉郷４０３番地９,,50,介護サービス包括型
0121100093,共同生活援助,青葉の郷,0660068,北海道千歳市,蘭越１０番３７,,0123-23-7772,0123-21-9552,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　晃裕会,北海道千歳市,蘭越１０番３７,,20,介護サービス包括型
0121000293,共同生活援助,支援センターこすもす,0681100,北海道石狩郡新篠津村,第４５線北１４番地,,0126-57-2885,0126-57-2885,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　新篠津福祉会,北海道石狩郡新篠津村,第４５線北１２番地,,53,介護サービス包括型
0121000210,共同生活援助,明生寮,0690811,北海道江別市,錦町３番地の１,,011-385-7854,011-385-7860,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　長井学園,北海道江別市,東野幌３９９番地３２,,16,介護サービス包括型
0121000061,共同生活援助,「グループホーム　つくし」,0610222,北海道石狩郡当別町,元町４９３－２６　グランデールパレス,,0133-22-2685,0133-22-2685,提供中,2006/10/1,非営利法人（ＮＰＯ）,特定非営利活動法人　まちの森,北海道石狩郡当別町,末広２番地１,,4,外部サービス利用型
0120501713,共同生活援助,郁雨寮,0620931,北海道札幌市豊平区,平岸１条１丁目２－５,スパシエルクス平岸９７＆９８,011-823-2999,011-823-2999,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　みなみ会,北海道札幌市豊平区,中の島２条１丁目２番２６号,ハウスオブリザ中の島Ⅱ,12,介護サービス包括型
0120501622,共同生活援助,グループホーム　晴和,0620003,北海道札幌市豊平区,美園３条８丁目４－５,,011-831-2181,011-831-2191,提供中,2006/10/1,医療法人,医療法人社団　高台病院,北海道札幌市豊平区,平岸７条１２丁目１－３９,,6,外部サービス利用型
0120501614,共同生活援助,リカバリーハウス　それいゆ,0650020,北海道札幌市東区,北２０条東１８丁目１－１７,,011-374-6014,011-374-6041,提供中,2006/10/1,非営利法人（ＮＰＯ）,特定非営利活動法人　リカバリー,北海道札幌市東区,北３３条東１５丁目１－１,エクセレムビル４階,6,外部サービス利用型
0120501572,共同生活援助,ノビロ青年の家,0040839,北海道札幌市清田区,真栄４６４－１,,011-881-8555,011-882-5795,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　札幌療育会,北海道札幌市清田区,真栄４８３番地４,,22,介護サービス包括型
0120501523,共同生活援助,ノール中の島,0620922,北海道札幌市豊平区,中の島２条１丁目１－１７,ノール中の島１０６・１０７,011-833-0007,011-833-0007,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　朔風,北海道札幌市中央区,南１９条西８丁目６０７－７,,4,介護サービス包括型
0120501499,共同生活援助,地域生活きたのセンターぱお,0040865,北海道札幌市清田区,北野５条３丁目４－１４,,011-889-6560,011-211-5135,提供中,2006/10/1,非営利法人（ＮＰＯ）,特定非営利活動法人　地域生活きたのセンター　ぱお,北海道札幌市清田区,北野５条３丁目４－１４,,27,介護サービス包括型
0120501465,共同生活援助,ハロー,0040834,北海道札幌市清田区,真栄４条４丁目９－１１,,011-398-4681,011-398-4680,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　栗山ゆりの会,北海道夕張郡栗山町,字大井分１０８番地６,,6,介護サービス包括型
0120501366,共同生活援助,グループホーム　エルム,0620933,北海道札幌市豊平区,平岸３条１７丁目１－１７,,070-52899734,011-826-4780,提供中,2006/10/1,非営利法人（ＮＰＯ）,特定非営利活動法人　あずまし家,北海道札幌市豊平区,平岸３条１３丁目１－２,ＡＭＳ３１３ １Ｆ,19,外部サービス利用型
0120501341,共同生活援助,グループホームすぎな,0040831,北海道札幌市清田区,真栄１条２丁目１０－８,,011-881-2079,011-881-2279,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　北翔会,北海道札幌市白石区,川北２２５４番地１,,4,外部サービス利用型
0120501176,共同生活援助,くるみ寮,0040039,北海道札幌市厚別区,厚別町上野幌822,,011-375-0399,011-375-0245,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　札幌報恩会,北海道札幌市厚別区,厚別町上野幌８２２番地,,78,介護サービス包括型
0120501101,共同生活援助,グループホーム若樹荘,0050004,北海道札幌市南区,澄川４条１丁目４－１５,ビバ澄川２０３号室,011-799-0858,011-799-0858,提供中,2006/10/1,非営利法人（ＮＰＯ）,特定非営利活動法人　若樹会,北海道札幌市南区,澄川４条１丁目４－１５,ビバ澄川２０３号室,6,外部サービス利用型
0120500822,共同生活援助,はるかぜ,0030013,北海道札幌市白石区,中央３条６丁目４番７号,,011-862-6601,011-862-6601,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　朔風,北海道札幌市中央区,南１９条西８丁目６０７－７,,13,介護サービス包括型
0120500806,共同生活援助,グループホームラベンダーの丘,0050821,北海道札幌市南区,南沢１条３丁目１４番２２号,,011-522-6113,011-522-6365,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　豊寿会,北海道札幌市南区,南沢１８４４番地３５,,30,介護サービス包括型
0120500426,共同生活援助,特定非営利活動法人札幌マック　男性グループホームピート札幌,0030809,北海道札幌市白石区,菊水９条２丁目１－２７,,011-841-7055,011-813-2043,提供中,2006/10/1,非営利法人（ＮＰＯ）,特定非営利活動法人　札幌マック,北海道札幌市白石区,東札幌２条５丁目１－２１,,17,外部サービス利用型
0120400916,共同生活援助,グループホームこだま,0630007,北海道札幌市西区,山の手７条７丁目６番８号,,011-643-2431,011-643-2416,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　札幌育成園,北海道札幌市西区,山の手４４４番地,,4,外部サービス利用型
0120400858,共同生活援助,特定非営利活動法人　精神障害者を支援する会,0630868,北海道札幌市西区,八軒８条東５丁目４番１８号,,011-736-1697,011-736-1698,提供中,2006/10/1,非営利法人（ＮＰＯ）,特定非営利活動法人　精神障害者を支援する会,北海道札幌市西区,八軒８条東５丁目４番１８号,,29,外部サービス利用型
0120400825,共同生活援助,ゆうあい２４,0630804,北海道札幌市西区,二十四軒４条７丁目２－２８,スカイハイツ２４－１０５号・２１０号,011-632-7077,011-632-7066,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　ＨＯＰ,北海道札幌市東区,北１４条東１４丁目２番５号,,25,介護サービス包括型
0120400817,共同生活援助,グループホーム　ふれあいの家,0630022,北海道札幌市西区,平和２条７丁目２－１０,,011-661-0016,011-825-1202,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　札幌あさひ会,北海道札幌市豊平区,旭町６丁目１番３４号,,18,外部サービス利用型
0120400718,共同生活援助,三和荘,0630827,北海道札幌市西区,発寒７条９丁目４番４７号,,011-663-0201,011-663-0329,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　札幌三和福祉会,北海道札幌市西区,発寒７条９丁目４番４７号,,21,介護サービス包括型
0120400650,共同生活援助,地域支援センターのんの,0030801,北海道札幌市白石区,菊水１条４丁目５番１号,,011-831-6161,011-831-6018,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　札親会,北海道札幌市白石区,菊水一条４丁目５番１号,,20,介護サービス包括型
0120400635,共同生活援助,とみおか,0060011,北海道札幌市手稲区,富丘１条４丁目３－１０,,011-694-8777,011-694-8777,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　朔風,北海道札幌市中央区,南１９条西８丁目６０７－７,,4,介護サービス包括型
0120400551,共同生活援助,グループホーム　花みどり,0630003,北海道札幌市西区,山の手３条１２丁目３番６５号,,011-611-9301,011-621-7404,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　札幌緑花会,北海道札幌市西区,山の手３条１２丁目３番１２号,,10,介護サービス包括型
0120400270,共同生活援助,グループホーム　西宮の沢,0060006,北海道札幌市手稲区,西宮の沢６条２丁目３－７,市営住宅１０１,011-669-4171,011-667-1112,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　愛敬園,北海道札幌市西区,西町南１３丁目３番１号,,6,介護サービス包括型
0120400262,共同生活援助,グループホームあすかＨＯＵＳＥ壱番館,0060818,北海道札幌市手稲区,前田８条１９丁目５－１９,,011-684-5073,011-684-5073,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　明日佳,北海道札幌市手稲区,曙１１条１丁目７番１号,,10,外部サービス利用型
0120400114,共同生活援助,共同生活援助　きぼうハイツ,0630004,北海道札幌市西区,山の手四条６丁目３番２５号,コローレ山の手内,011-644-2111,011-644-2111,提供中,2006/10/1,医療法人,医療法人　耕仁会,北海道札幌市西区,山の手５条５丁目１番１号,,33,外部サービス利用型
0120201058,共同生活援助,グループホーム　Ｓｕｎ　ｆｌｏｗｅｒ,0010033,北海道札幌市北区,北３３条西３丁目２－２５,メゾン３０－５０１号室,011-756-7330,011-756-7330,提供中,2006/10/1,非営利法人（ＮＰＯ）,特定非営利活動法人　クリオネ,北海道札幌市北区,北２５条西１４丁目３－１３,,7,外部サービス利用型
0120201041,共同生活援助,サポートｉnサッポロ,0070842,北海道札幌市東区,北４２条東１９丁目１－１１,,011-776-7849,011-776-7257,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　愛和福祉会,北海道札幌市北区,北８条西３丁目３２番地,,100,介護サービス包括型
0120200860,共同生活援助,ホワイトハウス,0070840,北海道札幌市東区,北４０条東１５丁目２－７,,0801889-7058,011-785-8251,提供中,2006/10/1,社会福祉法人（社協以外）,社会福祉法人　麦の子会,北海道札幌市東区,北３６条東９丁目２－２８,,67,介護サービス包括型
