申請者－法人種別,申請者－名称,申請者－郵便番号,申請者－住所,,申請者－電話番号,事業所－名称,事業所－郵便番号,事業所－地域,事業所－住所,事業所－電話番号,ｻｰﾋﾞｽ種類,事業所番号,指定年月日
社団・財団,一般社団法人青い空みらいクラブ,1620053,東京都新宿区,原町１丁目１７番地,7043296925,ユーカリの家,1670051,東京都杉並区,荻窪１-３６-３,7043296925,共同生活援助,1321503136,2021/4/1
非営利法人（ＮＰＯ）,特定非営利活動法人元気のでるはうす,1200003,東京都足立区,東和１-８-３,03-3605-5757,元気のでるはうす,1200003,東京都足立区,東和３-４-８,03-3605-5757,共同生活援助,1322104454,2021/4/1
営利法人,株式会社アニスピホールディングス,1020074,東京都千代田区,九段南３－１－１　久保寺ビル３階,03-6421-2311,わおん障がい者グループホーム水元,1250032,東京都葛飾区,水元４-７-６,7015658705,共同生活援助,1322202795,2021/4/1
営利法人,株式会社クオライズ,1500012,東京都渋谷区,広尾２－２－２０　ヴェラハイツ広尾５０２,03-3486-7442,LIZ八王子,1930834,東京都八王子市,＊,042-673-7705,共同生活援助,1322404557,2021/4/1
営利法人,株式会社Ｅｌｍｈｕｒｓｔ,2060804,東京都稲城市,百村２１１９－１２　ヴィラ・シャルマン１０１,8071993742,エルムハースト,1920907,東京都八王子市,長沼町１４８－２２,9084100455,共同生活援助,1322404565,2021/4/1
非営利法人（ＮＰＯ）,特定非営利活動法人多摩在宅支援センター円,1860003,東京都国立市,富士見台１－２５－２１　櫻の杜ハウス２０５号室,042-548-0263,とちの木坂ハウス,1920904,東京都八王子市,＊,042-686-2562,共同生活援助,1322404573,2021/4/1
非営利法人（ＮＰＯ）,特定非営利活動法人両全トウネサーレ,1640001,東京都中野区,中野４－１５－９　ラビアン中野２０１２,03-5318-9592,ジラソーレ,1920024,東京都八王子市,＊,042-659-3615,共同生活援助,1322404581,2021/4/1
社会福祉法人（社協以外）,社会福祉法人至誠学舎立川,1900022,東京都立川市,錦町６－２８－１５,042-527-7734,まことホームにしき,1900022,東京都立川市,錦町６－２８－１５,042-595-7517,共同生活援助,1322501428,2021/4/1
営利法人,株式会社オデッサ,2060036,東京都多摩市,中沢２-２０-６-１０４,8010722925,Como eres 能ヶ谷,1950053,東京都町田市,能ヶ谷３-１５-２６,448749001,共同生活援助,1323202505,2021/4/1
社会福祉法人（社協以外）,社会福祉法人小金井さくら会,1840014,東京都小金井市,貫井南町２－７－１４,042-401-2001,グループホームさくら,1840003,東京都小金井市,緑町５－３－３７,042-383-8103,共同生活援助,1323300705,2021/4/1
社会福祉法人（社協以外）,社会福祉法人未来,1870001,東京都小平市,大沼町２－１－３,042-316-9077,さかえホーム,1870034,東京都小平市,栄町２-１-１５,042-312-1002,共同生活援助,1323401065,2021/4/1
非営利法人（ＮＰＯ）,特定非営利活動法人夢スユア,2020011,東京都西東京市,泉町２－１７－１８　ＮＫビル２０３,042-439-9619,アイリス,1880011,東京都西東京市,田無町４－１１－７　,042-439-9619,共同生活援助,1323900900,2021/4/1
非営利法人（ＮＰＯ）,ＮＰＯ法人　八丈島ロベの会,1001511,東京都八丈島八丈町,三根２－１,0499-62-5079,ともちゃんち,1001401,東京都八丈島八丈町,＊,0499-69-5817,共同生活援助,1326200043,2021/4/1
非営利法人（ＮＰＯ）,特定非営利活動法人自立支援センターふるさとの会,1110031,東京都台東区,千束４－３９－６－４階,03-3876-8150,ふるさとホーム台東,1110021,東京都台東区,＊,03-5824-0553,共同生活援助,1320600669,2021/5/1
社団・財団,一般社団法人アプローズ,1070062,東京都港区,南青山４－３－２４,03-6804-3623,アプローズHouse多摩川,1440056,東京都大田区,＊,03-6424-5561,共同生活援助,1321103671,2021/5/1
営利法人,合同会社グランルート,1730012,東京都板橋区,大和町５－７,8050757357,にじのいえ,1730012,東京都板橋区,大和町５－７,03-6786-1123,共同生活援助,1321903583,2021/5/1
営利法人,合同会社アルメリア,1780064,東京都練馬区,南大泉５－３８－１５,03-6904-6524,グループホームえにし,1740061,東京都板橋区,＊,03-6904-6524,共同生活援助,1321903591,2021/5/1
営利法人,スクウエア合同会社,1760025,東京都練馬区,中村南２－１８－１２オーシャンスクウエア,03-3990-7531,グループホーム結（ゆい）の家,1760024,東京都練馬区,中村２－３１－９　スクウエア中村橋１階,03-6786-0011,共同生活援助,1322004100,2021/5/1
営利法人,ＡＨＣグループ株式会社,1010032,東京都千代田区,岩本町２－１１－９　イトーピア橋本ビル２階,03-6240-9550,グループホーム　ビートル弐分方町,1930822,東京都八王子市,弐分方町３６６－４,042-659-1790,共同生活援助,1322404599,2021/5/1
営利法人,株式会社アイデアル製作所,1810015,東京都三鷹市,大沢６－３－５０,5075355589,グループホーム小金井市の眺め,1840013,東京都小金井市,＊,5075355589,共同生活援助,1323300713,2021/5/1
社会福祉法人（社協以外）,社会福祉法人睦月会,1860012,東京都国立市,泉３－３０－５,042-571-1115,Life Design　ほとり,2020011,東京都西東京市,泉町３－５－１０,042-439-8375,共同生活援助,1323900918,2021/5/1
社会福祉法人（社協以外）,社会福祉法人昭島ひまわりの家,1960002,東京都昭島市,拝島町２－５－１７,042-544-4485,ポリバレント,1970802,東京都あきる野市,草花２９４６－９,042-595-5170,共同生活援助,1324900537,2021/5/1
営利法人,株式会社コノヒカラ,1600022,東京都新宿区,新宿２－１２－１３　新宿アントレサロンビル２階,03-5358-9351,グループホームコノヒカラ品川,1400011,東京都品川区,＊,03-5358-9354,共同生活援助,1320901265,2021/6/1
営利法人,リアルカンパニー株式会社,1420053,東京都品川区,中延５－５－６　第２セントラルビル１階,03-6240-9550,ＤＡＹＳ大井,1400014,東京都品川区,大井６－１－１,03-6429-7834,共同生活援助,1320901273,2021/6/1
社団・財団,一般社団法人ウエストコースト,1070062,東京都港区,南青山２―２―８,03-6438-0922,グループホーム　ウエストハウス,1440052,東京都大田区,＊,03-6428-6412,共同生活援助,1321103689,2021/6/1
営利法人,株式会社ハルカデイズ,4600003,愛知県名古屋市中区,錦三丁目４番６号,9019602568,ミライハウス,1570061,東京都世田谷区,北烏山一丁目１８番９号,03-6876-4648,共同生活援助,1321204818,2021/6/1
営利法人,一般社団法人フォーリーフ,1740063,東京都板橋区,前野町２―４―５,03-6337-6155,クローバーグループホーム板橋,1730015,東京都板橋区,＊,03-6770-0219,共同生活援助,1321903609,2021/6/1
非営利法人（ＮＰＯ）,特定非営利活動法人たしざん,1780063,東京都練馬区,東大泉７－４６－１４,03-6316-9541,たしざんグループホーム,1760021,東京都練馬区,貫井５―１２―１１,070-20055458,共同生活援助,1322004118,2021/6/1
営利法人,株式会社Armeria,1230864,東京都足立区,鹿浜５-３-１　メゾンドエスポワール１０１号室,03-3853-8688,福,1230864,東京都足立区,鹿浜５-３-２０,03-3853-8688,共同生活援助,1322104462,2021/6/1
営利法人,日本マーキュリー株式会社,1300002,東京都墨田区,業平４－６－３,03-6284-1748,グループホーム　あんず,1250002,東京都葛飾区,＊,03-6822-8863,共同生活援助,1322202803,2021/6/1
営利法人,株式会社ゆうわソサエティ,2520822,神奈川県藤沢市,葛原２２３６－６,0466-53-8200,いちごテラス町田常盤町,1940213,東京都町田市,常盤町３１９１－１,042-794-8300,共同生活援助,1323202513,2021/6/1
営利法人,株式会社ピュア・ハート,2070016,東京都東大和市,仲原３―１４―１３,042-843-6662,グループホーム・しいの木,2020015,東京都西東京市,保谷町３―８―７,042-843-6662,共同生活援助,1323900926,2021/6/1
社団・財団,一般社団法人ハーブス,2080011,東京都武蔵村山市,学園２－１７－１０,042-516-9284,パセリ,2080011,東京都武蔵村山市,学園１－１１２－８,042-516-9284,共同生活援助,1324600483,2021/6/1
社会福祉法人（社協以外）,社会福祉法人コロロ学舎,1901221,東京都西多摩郡瑞穂町,箱根ケ崎武蔵野９４０,042-568-0966,スピカ,2050003,東京都羽村市,緑ケ丘３－２１－６,042-847-3455,共同生活援助,1325000303,2021/6/1
非営利法人（ＮＰＯ）,特定非営利活動法人ＳＪ,1300023,東京都墨田区,立川四丁目１９番１３号,03-5638-2580,グループホームすずらん,1300023,東京都墨田区,立川四丁目１９番１３号,03-5638-2580,共同生活援助,1320701236,2021/7/1
社団・財団,一般社団法人エビィグラッド,1520031,東京都目黒区,中根２－１－１２－６０１号,03-5726-9069,グループホームエビィグラッド,1440055,東京都大田区,＊,8031542141,共同生活援助,1321103697,2021/7/1
営利法人,株式会社アニスピホールディングス,1020074,東京都千代田区,九段南３－１－１,03-6421-2311,わおん障がい者グループホーム荒川,1200036,東京都足立区,千住仲町４４－１２,7012166606,共同生活援助,1322104470,2021/7/1
営利法人,株式会社ハルカデイズ,4600003,愛知県名古屋市中区,錦三丁目４番６号,9019602568,デイズグループホーム東京江戸川区,1340084,東京都江戸川区,＊,03-6456-0766,共同生活援助,1322304120,2021/7/1
非営利法人（ＮＰＯ）,特定非営利活動法人アーバンスクエア,1940031,東京都町田市,南大谷７０５番地６の１０３号,9070131060,シェリの家,1940202,東京都町田市,下小山田町３３５１番１５,042-860-0290,共同生活援助,1323202521,2021/7/1
社団・財団,一般社団法人光明福祉会,1950062,東京都町田市,大蔵町１９５９－１,042-735-2201,お～くらいふ,1950062,東京都町田市,大蔵町１９６９番地１,042-736-8818,共同生活援助,1323202539,2021/7/1
営利法人,ｎａｔｕｒａｌ　ＳＱＵＡＤ株式会社,3580014,埼玉県入間市,宮寺２０５０－２,042-519-9664,グループホーム　ラフ,1900163,東京都あきる野市,＊,042-519-9664,共同生活援助,1324900545,2021/7/1
営利法人,株式会社ハルカデイズ,4600003,愛知県名古屋市中区,錦三丁目４番６号,9019602568,デイズグループホーム東京豊島区,1710051,東京都豊島区,＊,03-5926-9299,共同生活援助,1321204826,2021/8/1
営利法人,株式会社エアサポ,1080014,東京都港区,芝４－３－１１　VORT三田駅前３階,03-6689-2000,セレクトホーム,1670051,東京都杉並区,荻窪２－２９－１５　DR-HOMES荻窪１０１号室,03-6689-2000,共同生活援助,1321503144,2021/8/1
営利法人,株式会社エンライト,1140023,東京都北区,滝野川１-６６-７,03-5948-1717,ハーベスト,1140031,東京都北区,＊,03-5948-1717,共同生活援助,1321702043,2021/8/1
営利法人,ＣＯＬＯＲＳ株式会社,1980021,東京都青梅市,今寺４－２４－１１,080-91783413,カラーズ,1980021,東京都青梅市,今寺４－２４－４３,080-91783413,共同生活援助,1322800911,2021/8/1
営利法人,セレリアンス株式会社,1940022,東京都町田市,森野４－１５－１２,042-851-8800,セレリアンス・ハウス町田真光寺,1950057,東京都町田市,＊,042-860-3772,共同生活援助,1323202547,2021/8/1
営利法人,株式会社ケアビィ,1750083,東京都板橋区,徳丸２－７－２６　シルクハイツ徳丸１０２,03-5945-1363,グループホームまんぷく,1410033,東京都品川区,＊,7013565678,共同生活援助,1320901281,2021/9/1
営利法人,えんじゅ合同会社,1730005,東京都板橋区,仲宿２２－６,03-6905-7043,はんぶるか～む仲宿,1730005,東京都板橋区,＊,03-6905-7043,共同生活援助,1321903617,2021/9/1
営利法人,株式会社グリーンリバー,1210832,東京都足立区,古千谷本町２－１０－６,8054527595,フェリーチェ,1230855,東京都足立区,本木南町２－５,8054527595,共同生活援助,1322104496,2021/9/1
社会福祉法人（社協以外）,社会福祉法人武蔵野会,1920083,東京都八王子市,旭町１２－４　日本生命八王子ビル２階２０１,042-631-6341,くぬぎだホーム,1930942,東京都八王子市,椚田町５４５－６,042-662-1055,共同生活援助,1322404607,2021/9/1
営利法人,株式会社チタン,1600004,東京都新宿区,四谷４－３０－２３,03-5925-8455,スマイルホーム,1910024,東京都日野市,万願寺３－３４－２３,03-5925-8455,共同生活援助,1323501351,2021/9/1
