No.,申請者名称,事業所番号,枝番／ 連番,事業所名称,事業所郵便番号,事業所所在地,事業所電話番号,事業所FAX番号,共同生活住居名称,共同生活住居〒,共同生活住居所在地,主たる対象者(身体障害者),主たる対象者(知的障害者),主たる対象者(精神障害者),主たる対象者(難病等対象者),異動年月日,異動区分,施設等の区分,利用定員数
798,社会福祉法人みぬま福祉会,1125700011,5,ケアホーム　サンライズ,3490115,埼玉県蓮田市蓮田五丁目１３５番地グランハイム誠Ｃ－１０１,048-769-8800,048-769-8800,第二サンライズＥ,3490115,埼玉県蓮田市蓮田５－１４８ジュネパレス１０２、２０２、２０３,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,5
801,株式会社ルーラルライフ,1125700250,1,ルーラルホーム閏戸,3490133,埼玉県蓮田市閏戸１６８番地４,048-768-1046,048-768-5502,ルーラルホーム閏戸,3490133,埼玉県蓮田市閏戸１６８番地４,○,○,○,×,2021/4/1,変更,1:介護サービス包括型,3
802,株式会社ルーラルライフ,1125700250,2,ルーラルホーム閏戸,3490133,埼玉県蓮田市閏戸１６８番地４,048-768-1046,048-768-5502,ルーラルホーム藤ノ木,3490105,埼玉県蓮田市藤ノ木３丁目１５８番地,○,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
803,株式会社ルーラルライフ,1125700250,3,ルーラルホーム閏戸,3490133,埼玉県蓮田市閏戸１６８番地４,048-768-1046,048-768-5502,ルーラルホーム宿浦,3490101,埼玉県蓮田市黒浜宿浦１９０３－９,○,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
804,株式会社ルーラルライフ,1125700250,4,ルーラルホーム閏戸,3490133,埼玉県蓮田市閏戸１６８番地４,048-768-1046,048-768-5502,ルーラルホーム藤ノ木第２,3490105,埼玉県蓮田市藤ノ木二丁目１０７,○,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
806,一般社団法人ひるがお,1126000320,1,ひるがおハウス,3500232,埼玉県坂戸市中富町59-7,049-227-3538,049-227-3548,ひるがおハウス,3500232,埼玉県坂戸市中富町59-7,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,10
807,一般社団法人ひるがお,1126000320,2,ひるがおハウス,3500232,埼玉県坂戸市中富町59-7,049-227-3538,049-227-3548,あさがおハウス,3500241,埼玉県坂戸市鶴舞2-18-8,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,7
808,特定非営利活動法人こすもす,1126000346,1,こすもすの家,3500215,埼玉県坂戸市関間4-3-24-2,049-298-8336,049-298-8326,こすもすの家,3500215,埼玉県坂戸市関間4-3-24-2,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,9
809,合同会社ラボリ,1126000445,1,グループホームラボリ暖,3500215,埼玉県坂戸市関間四丁目４番６号,049-272-7894,049-272-7894,グループホームラボリ暖,3500215,埼玉県坂戸市関間四丁目４番６号,○,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
810,合同会社ラボリ,1126000445,2,グループホームラボリ暖,3500215,埼玉県坂戸市関間四丁目４番６号,049-272-7894,049-272-7894,グループホームラボリ暖２,3500215,埼玉県坂戸市関間四丁目４番６号,○,○,○,×,2021/4/1,変更,1:介護サービス包括型,6
811,友悠ケアサポート合同会社,1126000486,1,障害者グループホーム憩いの家,3500247,埼玉県坂戸市西坂戸五丁目１４番１２号,049-292-1888,049-292-1888,障害者グループホーム憩いの家,3500247,埼玉県坂戸市西坂戸五丁目１４番１２号,○,○,○,○,2021/4/1,変更,1:介護サービス包括型,4
812,友悠ケアサポート合同会社,1126000486,2,障害者グループホーム憩いの家,3500247,埼玉県坂戸市西坂戸五丁目１４番１２号,049-292-1888,049-292-1888,憩いの家２,3500462,埼玉県入間郡毛呂山町若山１丁目３８番１６号,○,○,○,○,2021/4/1,変更,1:介護サービス包括型,3
813,友悠ケアサポート合同会社,1126000486,3,障害者グループホーム憩いの家,3500247,埼玉県坂戸市西坂戸五丁目１４番１２号,049-292-1888,049-292-1888,憩いの家３,3500247,埼玉県坂戸市西坂戸四丁目６番１８号,×,○,○,○,2021/4/1,変更,1:介護サービス包括型,2
815,一般社団法人侑和会,1126000494,1,グループホーム侑和,3500241,埼玉県坂戸市鶴舞２丁目１０－１９,049-214-2435,0574-69-0259,グループホーム侑和,3500241,埼玉県坂戸市鶴舞２丁目１０－１９,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
816,一般社団法人侑和会,1126000494,2,グループホーム侑和,3500241,埼玉県坂戸市鶴舞２丁目１０－１９,049-214-2435,0574-69-0259,グループホーム侑和　脚折,3502211,埼玉県鶴ヶ島市脚折町３丁目３０－１０　レオパレスパスト１０２、１０４、１０５、２０１、２０３、２０５,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,5
817,合同会社　Tomoni Walk,1126000510,1,グループホームトモニ片柳,3500219,埼玉県坂戸市片柳１７７３番地１,049-277-6818,049-289-7887,グループホームトモニ片柳,3500219,埼玉県坂戸市片柳１７７３番地１,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
818,合同会社　Tomoni Walk,1126000510,2,グループホームトモニ片柳,3500219,埼玉県坂戸市片柳１７７３番地１,049-277-6818,049-289-7887,グループホームトモニ若山,3500462,埼玉県入間郡毛呂山町若山１丁目５２番地６,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
819,ソーシャルインクルー株式会社,1126000528,1,ソーシャルインクルーホーム坂戸溝端町,3500274,埼玉県坂戸市溝端町３－３,049-298-5823,049-298-5824,ソーシャルインクルーホーム坂戸溝端町Ⅰ,3500274,埼玉県坂戸市溝端町３－３,○,○,○,×,2021/4/1,変更,3:日中サービス支援型,10
820,ソーシャルインクルー株式会社,1126000528,2,ソーシャルインクルーホーム坂戸溝端町,3500274,埼玉県坂戸市溝端町３－３,049-298-5823,049-298-5824,ソーシャルインクルーホーム坂戸溝端町Ⅱ,3500274,埼玉県坂戸市溝端町３－３,○,○,○,×,2021/4/1,変更,3:日中サービス支援型,10
821,合同会社共同生活サポートうさぎの森,1126000536,1,グループホームらぱんの城,3500247,埼玉県坂戸市西坂戸五丁目３８番地１８,049-227-3853,049-227-3854,グループホームらぱんの城,3500247,埼玉県坂戸市西坂戸五丁目３８番地１８,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,5
824,特定非営利活動法人　一麦社,1126100013,1,グループホーム　栄現寮,3400133,埼玉県幸手市惣新田２２６４－１,0480-48-0874,0480-48-0874,グループホーム栄現寮,3400133,埼玉県幸手市惣新田２２６４－１,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,5
825,社会福祉法人平野の里,1126100021,1,グループホームあやめ,3400104,埼玉県幸手市円藤内２３６－１,0480-43-7515,0480-43-7516,グループホームあやめ,3400115,埼玉県幸手市中１－１２－２１　増田ハイツ１０３号,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,4
826,社会福祉法人平野の里,1126100021,2,グループホームあやめ,3400104,埼玉県幸手市円藤内２３６－１,0480-43-7515,0480-43-7516,あやめ壱番館,3400104,埼玉県幸手市円藤内２３６番１,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,10
827,社会福祉法人平野の里,1126100021,3,グループホームあやめ,3400104,埼玉県幸手市円藤内２３６－１,0480-43-7515,0480-43-7516,あやめ弐番館,3400155,埼玉県幸手市上高野９２５－１,○,○,○,×,2021/4/1,変更,1:介護サービス包括型,10
828,社会福祉法人平野の里,1126100021,4,グループホームあやめ,3400104,埼玉県幸手市円藤内２３６－１,0480-43-7515,0480-43-7516,グループホームあやめ幸手宿,3400111,埼玉県幸手市北2-18-6,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,3
829,特定非営利活動法人あゆみ福祉会,1126200011,1,つつじホーム,3502204,埼玉県鶴ヶ島市鶴ヶ丘４０５－１,049-271-2601,049-287-5432,つつじホーム,3502204,埼玉県鶴ヶ島市鶴ヶ丘４０５－１,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,7
830,特定非営利活動法人あゆみ福祉会,1126200011,2,つつじホーム,3502204,埼玉県鶴ヶ島市鶴ヶ丘４０５－１,049-271-2601,049-287-5432,第二つつじホーム,3502213,埼玉県鶴ヶ島市脚折５－１０－２１,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,10
831,特定非営利活動法人あゆみ福祉会,1126200011,3,つつじホーム,3502204,埼玉県鶴ヶ島市鶴ヶ丘４０５－１,049-271-2601,049-287-5432,やまぶきホーム,3500806,埼玉県川越市天沼新田１９４－４,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,10
832,特定非営利活動法人あゆみ福祉会,1126200011,4,つつじホーム,3502204,埼玉県鶴ヶ島市鶴ヶ丘４０５－１,049-271-2601,049-287-5432,さつきホーム,3500219,埼玉県坂戸市片柳２３０８－３,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,8
833,特定非営利活動法人あゆみ福祉会,1126200011,5,つつじホーム,3502204,埼玉県鶴ヶ島市鶴ヶ丘４０５－１,049-271-2601,049-287-5432,第三つつじホーム,3502204,埼玉県鶴ヶ島市鶴ヶ丘１番地１０,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,8
834,特定非営利活動法人あゆみ福祉会,1126200011,6,つつじホーム,3502204,埼玉県鶴ヶ島市鶴ヶ丘４０５－１,049-271-2601,049-287-5432,ありがとホーム,3502206,埼玉県鶴ヶ島市藤金６８５－１,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,9
835,特定非営利活動法人パン工房カウベル,1126200136,1,カウベルの家,3502222,埼玉県鶴ヶ島市下新田一本松１２９番地７,049-271-9211,049-299-6727,第１カウベルの家,3502222,埼玉県鶴ヶ島市下新田１２９－７,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,7
837,社会福祉法人日和田会,1126200268,1,グループホーム「ひまわりの家」,3502227,埼玉県鶴ヶ島市新町四丁目４番地１４,049-271-7015,042-985-7725,グループホーム「ひまわりの家」,3502227,埼玉県鶴ヶ島市新町四丁目４番地１４,○,○,×,×,2021/4/1,変更,1:介護サービス包括型,9
839,社会福祉法人日和田会,1126300019,1,グループホーム「野ばら」,3501205,埼玉県日高市原宿３４６－１,042-985-1267,042-978-6127,野ばら,3501205,埼玉県日高市原宿３４６－１,○,○,○,×,2021/4/1,変更,1:介護サービス包括型,5
840,社会福祉法人日和田会,1126300019,2,グループホーム「野ばら」,3501205,埼玉県日高市原宿３４６－１,042-985-1267,042-978-6127,野ばらの園,3501231,埼玉県日高市鹿山２１１－２３,○,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
841,社会福祉法人日和田会,1126300019,3,グループホーム「野ばら」,3501205,埼玉県日高市原宿３４６－１,042-985-1267,042-978-6127,野ばら（第２）,3501205,埼玉県日高市原宿３５３－４　コモンハラジュク１０４号,○,○,○,×,2021/4/1,変更,1:介護サービス包括型,2
842,社会福祉法人日和田会,1126300019,4,グループホーム「野ばら」,3501205,埼玉県日高市原宿３４６－１,042-985-1267,042-978-6127,野ばらの園（第２）,3501205,埼玉県日高市原宿３５３－７コーポアイド原宿１０３号,○,○,○,×,2021/4/1,変更,1:介護サービス包括型,2
843,社会福祉法人日和田会,1126300019,5,グループホーム「野ばら」,3501205,埼玉県日高市原宿３４６－１,042-985-1267,042-978-6127,うらら,3501231,埼玉県日高市鹿山４５７－７,○,○,○,×,2021/4/1,変更,1:介護サービス包括型,5
844,社会福祉法人日和田会,1126300019,6,グループホーム「野ばら」,3501205,埼玉県日高市原宿３４６－１,042-985-1267,042-978-6127,さくら,3501249,埼玉県日高市高麗川１－６－２４,○,○,○,×,2021/4/1,変更,1:介護サービス包括型,5
845,社会福祉法人日和田会,1126300019,7,グループホーム「野ばら」,3501205,埼玉県日高市原宿３４６－１,042-985-1267,042-978-6127,なでしこ,3501231,埼玉県日高市鹿山１９９－１メゾンスズキ１０１、１０２号,○,○,○,×,2021/4/1,変更,1:介護サービス包括型,5
846,社会福祉法人日和田会,1126300019,8,グループホーム「野ばら」,3501205,埼玉県日高市原宿３４６－１,042-985-1267,042-978-6127,なでしこ１０３,3501231,埼玉県日高市鹿山１９９－１メゾンスズキ１０３号,○,○,○,×,2021/4/1,変更,1:介護サービス包括型,2
847,社会福祉法人日和田会,1126300019,9,グループホーム「野ばら」,3501205,埼玉県日高市原宿３４６－１,042-985-1267,042-978-6127,パンジー,3501205,埼玉県日高市原宿３７３－１８,○,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
848,社会福祉法人日和田会,1126300019,10,グループホーム「野ばら」,3501205,埼玉県日高市原宿３４６－１,042-985-1267,042-978-6127,さつき,3501231,埼玉県日高市鹿山４７２－２,○,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
849,社会福祉法人日和田会,1126300019,11,グループホーム「野ばら」,3501205,埼玉県日高市原宿３４６－１,042-985-1267,042-978-6127,やまぶき,3501249,埼玉県日高市高麗川１－５－１４,○,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
850,社会福祉法人日和田会,1126300019,12,グループホーム「野ばら」,3501205,埼玉県日高市原宿３４６－１,042-985-1267,042-978-6127,コスモス,3501233,埼玉県日高市下鹿山４９４－１－２７－１０４,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,2
851,社会福祉法人日和田会,1126300019,13,グループホーム「野ばら」,3501205,埼玉県日高市原宿３４６－１,042-985-1267,042-978-6127,ひばり,3501249,埼玉県日高市上鹿山２７４－５,○,○,○,×,2021/4/1,変更,1:介護サービス包括型,10
852,社会福祉法人日和田会,1126300019,14,グループホーム「野ばら」,3501205,埼玉県日高市原宿３４６－１,042-985-1267,042-978-6127,第２ひばり,3501249,埼玉県日高市上鹿山２７４－６,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
